Date,Username,User tag,Content,Mentions,link
"2023-09-09,22:25:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-10,17:08:59","Tempo","#1917","<@154992376685789184> | Added `No Woman, No Cry - Live At The Lyceum, London/1975` by `Bob Marley & The Wailers` to the queue.","MangalhoDePauPT#2657",""
"2023-09-10,17:19:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-10,17:57:11","MangalhoDePauPT","#2657","https://9gag.com/gag/az2oOob?utm_source=copy_link&utm_medium=post_share","",""
"2023-09-15,22:35:07","Tempo","#1917","<@246032185780469760> | Added `Parado no Bailão` by `MC L da Vinte, MC Gury` to the queue.","leftwild#0",""
"2023-09-15,22:41:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-15,22:47:59","Tempo","#1917","<@246032185780469760> | Added `Closer` by `Bou, Slay` to the queue.","leftwild#0",""
"2023-09-15,22:53:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-15,23:02:26","Tempo","#1917","<@246032185780469760> | Added `Roleta Russa (feat. Luisa & Camplaix)` by `Valete, Luisa, Camplaix` to the queue.","leftwild#0",""
"2023-09-15,23:11:44","Tempo","#1917","<@246032185780469760> | Added `Poetas de karaoke` by `Sam The Kid` to the queue.","leftwild#0",""
"2023-09-15,23:21:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-16,19:38:45","Tempo","#1917","<@220271899656060928> | Added `BELEZA PULA` by `Masayoshi Takanaka` to the queue.","Patchoras#0310",""
"2023-09-16,19:49:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-16,20:14:29","Tempo","#1917","<@220271899656060928> | Added `13` tracks from `Tako Tsubo` to the queue.","Patchoras#0310",""
"2023-09-16,21:05:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-16,21:14:54","Tempo","#1917","<@220271899656060928> | Added `País Tropical / Música Incidental: Sou Flamengo` by `Wilson Simonal` to the queue.","Patchoras#0310",""
"2023-09-16,21:21:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-16,23:29:50","Tempo","#1917","<@220271899656060928> | Added `Canta Canta, Minha Gente` by `Martinho Da Vila` to the queue.","Patchoras#0310",""
"2023-09-16,23:35:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-16,23:45:29","Tempo","#1917","<@220271899656060928> | Added `Break Stuff` by `Limp Bizkit` to the queue.","Patchoras#0310",""
"2023-09-16,23:49:03","Tempo","#1917","<@220271899656060928> | Added `Smooth Operator - Single Version` by `Sade` to the queue.","Patchoras#0310",""
"2023-09-16,23:56:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-17,00:51:16","Tempo","#1917","<@246032185780469760> | Added `Winds of Change` by `Struggle Jennings, Jelly Roll, Tommy Vext, Yelawolf` to the queue.","leftwild#0",""
"2023-09-17,00:51:26","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-09-17,00:51:36","Tempo","#1917","<@246032185780469760> | Added `Be Here Now - jacket. Remix` by `Midsummer Ex, jacket.` to the queue.","leftwild#0",""
"2023-09-17,00:51:39","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-09-17,00:51:57","Tempo","#1917","<@246032185780469760> | Added `Wind Of Change` by `Scorpions` to the queue.","leftwild#0",""
"2023-09-17,01:00:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-22,20:48:24","Tempo","#1917","<@220271899656060928> | Added `1985` by `Bo Burnham` to the queue.","Patchoras#0310",""
"2023-09-22,20:53:01","Tempo","#1917","<@220271899656060928> | Added `Cuando Voy por la Calle` by `Trio America` to the queue.","Patchoras#0310",""
"2023-09-22,20:59:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-22,21:00:22","Tempo","#1917","<@220271899656060928> | Added `18` tracks from `Live Vol. 1` to the queue.","Patchoras#0310",""
"2023-09-22,21:01:38","leftwild","#0","","","https://cdn.discordapp.com/attachments/834188603952463883/1154870141373399141/image.png?ex=65986022&is=6585eb22&hm=6475e2caf5abe7f163d26e0d3699fce857bc3ded6369c3c29ef44c34bc549195&"
"2023-09-22,21:33:21","Tempo","#1917","<@220271899656060928> | Added `50` tracks from `Brazilian Boogie` to the queue.","Patchoras#0310",""
"2023-09-22,21:33:35","Tempo","#1917","<@220271899656060928> has skipped the current song.","Patchoras#0310",""
"2023-09-22,21:39:09","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-09-22,21:39:15","Tempo","#1917","<@220271899656060928> | Added `50` tracks from `Brazilian Boogie` to the queue.","Patchoras#0310",""
"2023-09-22,22:00:23","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-09-22,22:00:37","Tempo","#1917","<@220271899656060928> | Added `60` tracks from `Techno Bunker` to the queue.","Patchoras#0310",""
"2023-09-23,03:32:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-24,18:53:31","Tempo","#1917","<@246032185780469760> | Added `Crazy Rap (Colt 45 & 2 Zig Zags)` by `Afroman` to the queue.","leftwild#0",""
"2023-09-24,19:02:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-26,20:26:44","Tempo","#1917","<@220271899656060928> | Added `País Tropical / Música Incidental: Sou Flamengo` by `Wilson Simonal` to the queue.","Patchoras#0310",""
"2023-09-26,20:31:34","Tempo","#1917","<@246032185780469760> | Added `Foreplay` by `Jalen Santoy` to the queue.","leftwild#0",""
"2023-09-26,20:35:41","Tempo","#1917","<@220271899656060928> | Added `Doralice` by `Stan Getz, João Gilberto, Antônio Carlos Jobim` to the queue.","Patchoras#0310",""
"2023-09-26,20:35:48","Tempo","#1917","<@246032185780469760> | Added `Relax My Eyes` by `ANOTR, Abel Balder` to the queue.","leftwild#0",""
"2023-09-26,20:45:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-26,20:54:32","Tempo","#1917","<@220271899656060928> | Added `SMOOTH OPERATOR - (TECHNO)` by `BASSTON, STRØBE` to the queue.","Patchoras#0310",""
"2023-09-26,21:00:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-27,21:16:34","Tempo","#1917","<@220271899656060928> | Added `Phantom Dancer` by `Juul Exler, Gabrielle Rites` to the queue.","Patchoras#0310",""
"2023-09-27,21:16:34","Tempo","#1917","","",""
"2023-10-01,02:52:05","Tempo","#1917","<@154992376685789184> | Added `Baddadan (feat. IRAH, Flowdan, Trigga & Takura)` by `Chase & Status, Bou, Flowdan, IRAH, Trigga, Takura` to the queue.","MangalhoDePauPT#2657",""
"2023-10-01,02:53:37","Tempo","#1917","<@220271899656060928> | Added `シルエット` by `KANA-BOON` to the queue.","Patchoras#0310",""
"2023-10-01,03:01:31","Tempo","#1917","<@220271899656060928> | Added `Never Gonna Give You Up` by `Rick Astley` to the queue.","Patchoras#0310",""
"2023-10-01,03:08:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-01,03:23:28","Tempo","#1917","<@220271899656060928> | Added `Medication` by `Damian Marley, Stephen Marley` to the queue.","Patchoras#0310",""
"2023-10-01,03:25:27","Tempo","#1917","<@220271899656060928> | Added `Overdrive - Edit` by `Charlotte de Witte` to the queue.","Patchoras#0310",""
"2023-10-01,03:32:19","Tempo","#1917","<@220271899656060928> | Added `103` tracks from `Medieval Tavern Music ` to the queue.","Patchoras#0310",""
"2023-10-01,05:07:36","Tempo","#1917","Sorry, but I failed to find a suitable source for **The Nightingale** by **Percival Schuttenbach**","",""
"2023-10-01,07:50:19","Tempo","#1917","Sorry, but I failed to find a suitable source for **Halls of the Cernunnos** by **Grimwater**","",""
"2023-10-01,08:00:05","Tempo","#1917","I couldn't load **Dance of the Minstrels** by **Grimwater**. If this keeps happening then please contact us.","",""
"2023-10-01,08:09:35","Tempo","#1917","Sorry, but I failed to find a suitable source for **Great Crane Dance** by **Grimwater**","",""
"2023-10-01,08:42:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-02,20:42:58","Tempo","#1917","<@220271899656060928> | Added `Pra declarar minha saudade` by `Maria Rita` to the queue.","Patchoras#0310",""
"2023-10-02,20:45:52","Tempo","#1917","<@246032185780469760> | Added `Miss Summer` by `ODIE` to the queue.","leftwild#0",""
"2023-10-02,20:52:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-02,20:53:11","Tempo","#1917","<@246032185780469760> | Added `Foreplay` by `Jalen Santoy` to the queue.","leftwild#0",""
"2023-10-02,20:59:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-02,21:00:17","Tempo","#1917","<@246032185780469760> | Added `Canta Canta, Minha Gente` by `Martinho Da Vila` to the queue.","leftwild#0",""
"2023-10-02,21:06:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-02,21:09:19","Tempo","#1917","<@220271899656060928> | Added `10` tracks from `Gilberto Gil` to the queue.","Patchoras#0310",""
"2023-10-02,21:09:23","Tempo","#1917","<@220271899656060928> | And then there was silence. :zipper_mouth:","Patchoras#0310",""
"2023-10-02,21:09:44","Tempo","#1917","<@220271899656060928> has skipped to **Chiclete Com Banana** by **Gilberto Gil**.","Patchoras#0310",""
"2023-10-02,21:09:54","Tempo","#1917","<@220271899656060928> | Bringing back the music, this might take a second...","Patchoras#0310",""
"2023-10-02,21:14:16","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-10-02,21:17:34","Tempo","#1917","<@246032185780469760> | Added `Mankind` by `Mitch De Klein` to the queue.","leftwild#0",""
"2023-10-02,21:23:08","Tempo","#1917","<@220271899656060928> | Added `Space Lion` by `SEATBELTS` to the queue.","Patchoras#0310",""
"2023-10-02,21:34:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-02,22:10:30","Tempo","#1917","<@220271899656060928> | Added `Água De Beber` by `Astrud Gilberto, Antônio Carlos Jobim` to the queue.","Patchoras#0310",""
"2023-10-02,22:16:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-02,22:40:35","Tempo","#1917","<@246032185780469760> | Added `Bongo Bong` by `Manu Chao` to the queue.","leftwild#0",""
"2023-10-02,22:45:32","Tempo","#1917","<@246032185780469760> | Added `Me Gustas Tu` by `Manu Chao` to the queue.","leftwild#0",""
"2023-10-02,22:53:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-02,22:55:00","Tempo","#1917","<@246032185780469760> | Added `Relax My Eyes` by `ANOTR, Abel Balder` to the queue.","leftwild#0",""
"2023-10-02,23:01:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-02,23:07:25","Tempo","#1917","<@246032185780469760> | Added `Cuando Voy por la Calle` by `Trio America` to the queue.","leftwild#0",""
"2023-10-02,23:13:13","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-08,16:49:29","Tempo","#1917","<@220271899656060928> | Added `Maria Moita` by `Thelma` to the queue.","Patchoras#0310",""
"2023-10-08,16:55:20","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-08,17:35:16","leftwild","#0","","","https://cdn.discordapp.com/attachments/834188603952463883/1160616412449087495/image.png?ex=65919843&is=657f2343&hm=e8ce168bee5ccc30b8012558dbb1afbd437b486421e6ab67b8faecc0c8815b5a&"
"2023-10-14,16:21:38","Tempo","#1917","<@220271899656060928> | Added `Medication` by `Damian Marley, Stephen Marley` to the queue.","Patchoras#0310",""
"2023-10-14,16:29:20","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-19,23:01:17","leftwild","#0","/play thundercat","",""
"2023-10-19,23:01:24","Tempo","#1917","<@246032185780469760> | Added `Funny Thing` by `Thundercat` to the queue.","leftwild#0",""
"2023-10-19,23:02:53","Tempo","#1917","","",""
"2023-10-19,23:07:21","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-23,20:41:38","Tempo","#1917","<@246032185780469760> | Added `Never Leave You (Uh Oooh, Uh Oooh)` by `Lumidee` to the queue.","leftwild#0",""
"2023-10-23,20:42:32","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-10-23,20:42:34","Tempo","#1917","<@246032185780469760> | Added `Never Leave You (Uh Oooh, Uh Oooh) - Uh Oooh Remix` by `Lumidee, Busta Rhymes, Fabolous` to the queue.","leftwild#0",""
"2023-10-23,20:49:21","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-28,23:36:14","Tempo","#1917","<@220271899656060928> | Added `Power Of Thought` by `Charlotte de Witte` to the queue.","Patchoras#0310",""
"2023-10-28,23:45:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-10-31,17:09:43","Tempo","#1917","<@246032185780469760> | Added `Colt 45 (Country Remix)` by `Cooper Alan, Rvshvd` to the queue.","leftwild#0",""
"2023-10-31,17:09:49","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-10-31,17:10:02","Tempo","#1917","<@246032185780469760> | Added `Crazy Rap (Colt 45 & 2 Zig Zags)` by `Afroman` to the queue.","leftwild#0",""
"2023-10-31,17:18:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-02,16:05:33","Tempo","#1917","<@246035973916327937> | Added `Ella Baila Sola` by `Eslabon Armado, Peso Pluma` to the queue.","danielprop#0",""
"2023-11-02,16:11:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-02,18:24:25","Tempo","#1917","<@246035973916327937> | Added `HARLEY QUINN` by `Fuerza Regida, Marshmello` to the queue.","danielprop#0",""
"2023-11-02,18:30:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-03,13:54:13","Tempo","#1917","<@220271899656060928> | Added `on & on` by `piri, Tommy Villiers, piri & tommy` to the queue.","Patchoras#0310",""
"2023-11-03,13:55:36","Tempo","#1917","<@246032185780469760> | Added `Rave Out` by `Turno, Skepsis, Charlotte Plank` to the queue.","leftwild#0",""
"2023-11-03,14:02:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-03,14:25:24","Tempo","#1917","<@246032185780469760> | Added `116` tracks from `B&B` to the queue.","leftwild#0",""
"2023-11-03,14:25:27","Tempo","#1917","<@246032185780469760> | Once a song ends it will be added again to the back of the queue.","leftwild#0",""
"2023-11-03,14:26:16","Tempo","#1917","<@246032185780469760> | When your song ends, you will need to add it if you want to listen to it again.","leftwild#0",""
"2023-11-03,14:26:19","Tempo","#1917","<@246032185780469760> | Keeping the tunes rolling! The current song will repeat over and over until you disable this.","leftwild#0",""
"2023-11-03,14:26:23","Tempo","#1917","<@246032185780469760> | Time for a change already? Once this song ends then the queue will continue as normal.","leftwild#0",""
"2023-11-03,14:27:40","Tempo","#1917","I've mixed things up a bit with the queue, hope you like it!","",""
"2023-11-03,14:38:52","Tempo","#1917","<@246032185780469760> has skipped the current song.","leftwild#0",""
"2023-11-03,15:12:29","Tempo","#1917","<@246032185780469760> has skipped the current song.","leftwild#0",""
"2023-11-03,15:16:26","Tempo","#1917","<@246035973916327937> has skipped the current song.","danielprop#0",""
"2023-11-03,15:54:55","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-11-05,14:36:46","Tempo","#1917","<@246032185780469760> | Added `Married Life (Up Movie Theme)` by `Hollywood Classics` to the queue.","leftwild#0",""
"2023-11-05,14:37:08","Tempo","#1917","<@246032185780469760> | Added `Merry-Go-Round of Life - from 'Howl's Moving Castle'` by `Joe Hisaishi` to the queue.","leftwild#0",""
"2023-11-05,14:37:45","Tempo","#1917","<@220271899656060928> | Added `Merry-Go-Round of Life - from 'Howl's Moving Castle'` by `Joe Hisaishi` to the queue.","Patchoras#0310",""
"2023-11-05,14:51:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-05,21:40:17","Tempo","#1917","<@220271899656060928> | Added `These Words` by `Natasha Bedingfield` to the queue.","Patchoras#0310",""
"2023-11-05,21:47:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-05,22:40:54","Tempo","#1917","<@246032185780469760> | Added `Baianá` by `Nia Archives` to the queue.","leftwild#0",""
"2023-11-05,22:46:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-06,20:09:20","Tempo","#1917","<@220271899656060928> | Added `A Pirate Looks At Forty` by `Jimmy Buffett` to the queue.","Patchoras#0310",""
"2023-11-06,20:16:48","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-06,22:30:25","Tempo","#1917","<@220271899656060928> | Added `Where Is The Love?` by `Black Eyed Peas` to the queue.","Patchoras#0310",""
"2023-11-06,22:38:49","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-07,16:01:51","Tempo","#1917","<@220271899656060928> | Added `Você mentiu` by `Anitta, Caetano Veloso` to the queue.","Patchoras#0310",""
"2023-11-07,16:08:34","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-11,15:02:59","Tempo","#1917","<@246032185780469760> | Added `Malemolência` by `Céu` to the queue.","leftwild#0",""
"2023-11-11,15:09:34","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-12,03:09:34","Tempo","#1917","<@220271899656060928> | Added `Pria` by `Charlotte de Witte` to the queue.","Patchoras#0310",""
"2023-11-12,03:23:38","Tempo","#1917","","",""
"2023-11-14,18:34:18","Tempo","#1917","<@220271899656060928> | Added `Life Could Be A Dream` by `Street Corner Renaissance` to the queue.","Patchoras#0310",""
"2023-11-14,18:34:57","Tempo","#1917","<@220271899656060928> has skipped to **Sh-Boom (Life Could Be a Dream)** by **Soundtrack Wonder Band**.","Patchoras#0310",""
"2023-11-14,18:35:30","Tempo","#1917","<@220271899656060928> | And then there was silence. :zipper_mouth:","Patchoras#0310",""
"2023-11-14,18:35:47","Tempo","#1917","<@220271899656060928> has skipped to **Sh-Boom (Life Could Be a Dream)** by **The Sh-Booms**.","Patchoras#0310",""
"2023-11-14,18:37:37","Tempo","#1917","<@220271899656060928> | Bringing back the music, this might take a second...","Patchoras#0310",""
"2023-11-14,18:43:34","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-14,18:48:10","Tempo","#1917","<@220271899656060928> | Added `Ego Death (feat. Steve Vai)` by `Polyphia, Steve Vai` to the queue.","Patchoras#0310",""
"2023-11-14,18:56:11","Tempo","#1917","<@220271899656060928> | Added `Playing God` by `Polyphia` to the queue.","Patchoras#0310",""
"2023-11-14,19:03:34","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-14,19:10:19","Tempo","#1917","<@246032185780469760> | Added `María Gavota` by `Francisco Tárrega, Andrés Madariaga` to the queue.","leftwild#0",""
"2023-11-14,19:10:24","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-11-14,19:10:39","Tempo","#1917","<@246032185780469760> | Added `Bailando` by `Paradisio` to the queue.","leftwild#0",""
"2023-11-14,19:17:34","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-14,20:19:28","Tempo","#1917","<@220271899656060928> | Added `O Caminho Do Bem` by `Tim Maia` to the queue.","Patchoras#0310",""
"2023-11-14,20:29:34","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-14,20:53:01","Tempo","#1917","<@246032185780469760> | Added `Re-tratamento` by `Da Weasel` to the queue.","leftwild#0",""
"2023-11-14,21:00:34","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-14,21:36:19","Tempo","#1917","<@246035973916327937> | Added `HARLEY QUINN` by `Fuerza Regida, Marshmello` to the queue.","danielprop#0",""
"2023-11-14,21:42:34","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-15,21:30:26","Tempo","#1917","<@246035973916327937> | Added `CRÈME BRÛLÉE!` by `spill tab` to the queue.","danielprop#0",""
"2023-11-15,21:36:34","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-11-15,22:12:56","Tempo","#1917","<@220271899656060928> | Added `The HampsterDance Song` by `Hampton The Hampster` to the queue.","Patchoras#0310",""
"2023-11-15,22:19:34","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
