Date,Username,User tag,Content,Mentions,link
"2023-04-30,21:35:25","Tempo","#1917","<@246032185780469760> has skipped the current song.","leftwild#0",""
"2023-04-30,22:29:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-30,23:49:20","MangalhoDePauPT","#2657","https://9gag.com/gag/aKEWmBO?utm_source=copy_link&utm_medium=post_share","",""
"2023-05-01,18:19:46","Tempo","#1917","<@220271899656060928> | Added `The Last Stand` by `Sabaton` to the queue.","Patchoras#0310",""
"2023-05-01,18:29:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-01,22:29:38","Tempo","#1917","<@246032185780469760> | Added `15` tracks from `BIG MODE` to the queue.","leftwild#0",""
"2023-05-01,23:38:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-02,17:26:08","Patchoras","#0310","","","https://cdn.discordapp.com/attachments/834188603952463883/1102994443285569547/rn_image_picker_lib_temp_b7779e7c-8160-4f4b-bd66-627d5eff67f2.jpg?ex=6594391f&is=6581c41f&hm=130bb8c23ce7095ab7a60401d52682e0e9aa792bc2f35e1ef49bf5f8cbfffc09&"
"2023-05-02,19:11:52","MangalhoDePauPT","#2657","Tão","",""
"2023-05-02,19:11:58","MangalhoDePauPT","#2657","Rip tapete?","",""
"2023-05-02,19:46:37","Patchoras","#0310","ahah kinda","",""
"2023-05-03,22:09:07","Patchoras","#0310","https://docs.google.com/spreadsheets/d/1sjBA60Fr9ryVnw4FUIMU2AVXbKw395Tdz7j--EAUA1A/edit#gid=0","",""
"2023-05-03,22:09:29","Patchoras","#0310","https://docs.google.com/spreadsheets/d/14eqaz9FgWAM9jBZagH3araTz0509KvO3x2FssmdHvoA/edit#gid=935273079","",""
"2023-05-05,19:04:55","Tempo","#1917","<@246032185780469760> | Added `Vira-Vira` by `Mamonas Assassinas` to the queue.","leftwild#0",""
"2023-05-05,19:13:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-05,22:37:47","Tempo","#1917","<@246032185780469760> | Added `Raindrops Keep Fallin' on My Head - Rerecorded` by `B.J. Thomas` to the queue.","leftwild#0",""
"2023-05-05,22:44:44","Tempo","#1917","<@246032185780469760> | Added `99 Luftballons` by `Nena` to the queue.","leftwild#0",""
"2023-05-05,22:54:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-06,01:08:36","Tempo","#1917","<@220271899656060928> | Added `99 Luftballons` by `Nena` to the queue.","Patchoras#0310",""
"2023-05-06,01:18:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-06,18:26:18","Tempo","#1917","<@220271899656060928> | Added `99 Luftballons` by `Nena` to the queue.","Patchoras#0310",""
"2023-05-06,18:35:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-07,02:13:30","Tempo","#1917","<@246035973916327937> | Added `21` tracks from `🎸` to the queue.","danielprop#0",""
"2023-05-07,03:02:47","Tempo","#1917","Sorry, but I failed to find a suitable source for **red.** by **SALVALAI**","",""
"2023-05-07,03:08:17","Tempo","#1917","<@246032185780469760> | Added `Ooh Ahh (My Life Be Like) [feat. Tobymac]` by `Grits, TobyMac` to the queue.","leftwild#0",""
"2023-05-07,03:08:24","Tempo","#1917","<@246032185780469760> has skipped the current song.","leftwild#0",""
"2023-05-07,03:08:33","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-05-07,03:08:46","Tempo","#1917","<@246032185780469760> | Added `Ooh Ahh (My Life Be Like) [feat. Tobymac]` by `Grits, TobyMac` to the queue.","leftwild#0",""
"2023-05-07,03:14:34","Tempo","#1917","<@246032185780469760> | Added `Drop The Game` by `Flume, Chet Faker` to the queue.","leftwild#0",""
"2023-05-07,03:24:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-07,03:28:01","Tempo","#1917","<@246032185780469760> | Added `Where The Heart Is` by `Vini Vici` to the queue.","leftwild#0",""
"2023-05-07,03:33:59","Tempo","#1917","<@246032185780469760> | Added `Cantiga da Burra` by `Sebastião Antunes & Quadrilha, Galandum Galundaina, Luis Peixoto` to the queue.","leftwild#0",""
"2023-05-07,03:42:09","Tempo","#1917","<@246032185780469760> | Added `Mojito` by `Mandragora, Stefano Mota` to the queue.","leftwild#0",""
"2023-05-07,03:51:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-07,03:52:07","Tempo","#1917","<@246032185780469760> | Added `Weed & Wine (Relax, Rewind)` by `Friction, A Little Sound` to the queue.","leftwild#0",""
"2023-05-07,04:00:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-07,04:04:52","Tempo","#1917","<@246032185780469760> | Added `High Note` by `K Motionz, Emily Makis` to the queue.","leftwild#0",""
"2023-05-07,04:14:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-08,22:19:22","Tempo","#1917","<@220271899656060928> | Added `Mojito` by `Mandragora, Stefano Mota` to the queue.","Patchoras#0310",""
"2023-05-08,22:28:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-08,23:17:50","Tempo","#1917","<@246032185780469760> | Added `Bemyself` by `Parcels` to the queue.","leftwild#0",""
"2023-05-08,23:26:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-09,16:09:28","MangalhoDePauPT","#2657","https://youtu.be/XjPkhNj6OVQ?t=453","",""
"2023-05-09,19:56:22","Tempo","#1917","<@246032185780469760> | Added `Bemyself - from Hansa Studios, Berlin` by `Parcels` to the queue.","leftwild#0",""
"2023-05-09,20:02:25","Tempo","#1917","<@246032185780469760> | Added `Overnight - from Hansa Studios, Berlin` by `Parcels` to the queue.","leftwild#0",""
"2023-05-09,20:12:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-09,20:54:51","Tempo","#1917","<@246032185780469760> | Added `Triste, Louca ou Má` by `Francisco, el Hombre, Labaq, Helena Maria, Salma Jô, Renata Éssis` to the queue.","leftwild#0",""
"2023-05-09,20:57:40","Tempo","#1917","<@246032185780469760> | Added `These Girls` by `Sticky Fingers` to the queue.","leftwild#0",""
"2023-05-09,20:57:57","Tempo","#1917","<@246032185780469760> has skipped the current song.","leftwild#0",""
"2023-05-09,20:59:29","Tempo","#1917","<@246032185780469760> | Added `The Look` by `Metronomy` to the queue.","leftwild#0",""
"2023-05-09,21:06:26","Tempo","#1917","<@246032185780469760> | Added `Good Luck` by `Broken Bells` to the queue.","leftwild#0",""
"2023-05-09,21:09:06","Tempo","#1917","<@246032185780469760> | Added `Something Like This` by `Chet Faker` to the queue.","leftwild#0",""
"2023-05-09,21:13:43","Tempo","#1917","<@246032185780469760> | Added `FOIX` by `French 79` to the queue.","leftwild#0",""
"2023-05-09,21:23:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-10,19:44:12","Tempo","#1917","<@246035973916327937> | Added `Cha Cha Cha` by `Käärijä` to the queue.","danielprop#0",""
"2023-05-10,19:51:58","Tempo","#1917","<@220271899656060928> | Added `Beautiful Girls` by `Sean Kingston` to the queue.","Patchoras#0310",""
"2023-05-10,20:01:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-10,20:04:13","Tempo","#1917","<@154992376685789184> | Added `Me Gustas Tu` by `Manu Chao` to the queue.","MangalhoDePauPT#2657",""
"2023-05-10,20:08:36","Tempo","#1917","<@154992376685789184> | Added `Paint It, Black` by `The Rolling Stones` to the queue.","MangalhoDePauPT#2657",""
"2023-05-10,20:11:55","Tempo","#1917","<@154992376685789184> | Added `Feel Good Inc.` by `Gorillaz` to the queue.","MangalhoDePauPT#2657",""
"2023-05-10,20:15:42","Tempo","#1917","<@154992376685789184> | Added `Pokémon Theme` by `Pokémon` to the queue.","MangalhoDePauPT#2657",""
"2023-05-10,20:20:27","Tempo","#1917","<@220271899656060928> | Added `The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix)` by `Age Of Love, Charlotte de Witte, Enrico Sangiuliano` to the queue.","Patchoras#0310",""
"2023-05-10,20:25:14","Tempo","#1917","<@246032185780469760> | Added `Addicted To Bass` by `Farrago, Amelie Lens` to the queue.","leftwild#0",""
"2023-05-10,20:40:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-10,21:16:57","MangalhoDePauPT","#2657","https://9gag.com/gag/a9qmLQK?utm_source=copy_link&utm_medium=post_share","",""
"2023-05-10,21:17:24","leftwild","#0","lindo","",""
"2023-05-11,18:43:52","leftwild","#0","","","https://cdn.discordapp.com/attachments/834188603952463883/1106275500059537538/image.png?ex=6596ee58&is=65847958&hm=62c0f6f6b0e308b1ac417a3c129f41a1847535ab70cb5c8fcf0bc543bca326aa&"
"2023-05-12,15:11:27","Tempo","#1917","<@220271899656060928> | Added `Party Don't Stop` by `Venom Hardtek, Fortanoiza` to the queue.","Patchoras#0310",""
"2023-05-12,15:20:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-12,23:21:48","Tempo","#1917","<@220271899656060928> | Added `I Will Survive - Single Version` by `Gloria Gaynor` to the queue.","Patchoras#0310",""
"2023-05-12,23:24:58","Tempo","#1917","<@246032185780469760> | Added `I Got The... - 2006 Remaster` by `Labi Siffre` to the queue.","leftwild#0",""
"2023-05-12,23:29:00","Tempo","#1917","<@246032185780469760> | Added `Bar Mediterraneo` by `Nu Genea` to the queue.","leftwild#0",""
"2023-05-12,23:29:24","Tempo","#1917","<@246032185780469760> has skipped the current song.","leftwild#0",""
"2023-05-12,23:38:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-12,23:58:37","Tempo","#1917","<@246032185780469760> | Added `Everybody Get Dancin'` by `Bombers` to the queue.","leftwild#0",""
"2023-05-13,00:05:27","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-05-13,00:44:34","Tempo","#1917","<@246032185780469760> | Added `Quero Ser Feliz Também` by `Natiruts` to the queue.","leftwild#0",""
"2023-05-13,00:54:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-13,00:54:18","Tempo","#1917","<@246032185780469760> | Added `12` tracks from `TEENAGERS` to the queue.","leftwild#0",""
"2023-05-13,01:16:23","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-05-13,01:16:34","Tempo","#1917","<@246032185780469760> | Added `13` tracks from `Fever 105 – Grand Theft Auto: Vice City` to the queue.","leftwild#0",""
"2023-05-13,01:37:52","Tempo","#1917","Sorry, but I failed to find a suitable source for **I'll Be Good (Remastered)** by **René & Angela**","",""
"2023-05-13,02:24:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-14,14:51:28","Tempo","#1917","<@220271899656060928> | Added `You Make My Dreams (Come True)` by `Daryl Hall & John Oates` to the queue.","Patchoras#0310",""
"2023-05-14,15:00:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-14,15:16:59","Tempo","#1917","<@246032185780469760> | Added `Nobody To Love - Radio Edit` by `Sigma` to the queue.","leftwild#0",""
"2023-05-14,15:21:24","Tempo","#1917","<@246032185780469760> | Added `Somebody's Watching Me` by `Rockwell` to the queue.","leftwild#0",""
"2023-05-14,15:32:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-17,22:31:47","Tempo","#1917","<@154992376685789184> | Added `Poison - Original` by `Djantrix` to the queue.","MangalhoDePauPT#2657",""
"2023-05-17,22:32:08","Tempo","#1917","<@220271899656060928> | Added `Scooby Doo, Where Are You?` by `TV Theme Songs Unlimited` to the queue.","Patchoras#0310",""
"2023-05-17,22:32:46","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-05-17,22:43:07","Tempo","#1917","<@220271899656060928> | Added `Mojito` by `Mandragora, Stefano Mota` to the queue.","Patchoras#0310",""
"2023-05-17,22:52:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-17,23:04:55","Tempo","#1917","<@220271899656060928> | Added `Vampiro Doidão` by `Tukley` to the queue.","Patchoras#0310",""
"2023-05-17,23:15:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-18,22:00:50","Tempo","#1917","<@220271899656060928> | Added `Where do we go now?` by `Gracie Abrams` to the queue.","Patchoras#0310",""
"2023-05-18,22:01:02","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-05-18,22:01:52","Tempo","#1917","<@220271899656060928> | Added `Where Do We Go (feat. Poppy Baskcomb)` by `Dimension, Poppy Baskcomb` to the queue.","Patchoras#0310",""
"2023-05-18,22:11:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-18,22:30:23","Tempo","#1917","<@220271899656060928> | Added `Surfin' U.S.A.` by `The Beach Boys` to the queue.","Patchoras#0310",""
"2023-05-18,22:30:23","Tempo","#1917","","",""
"2023-05-20,22:59:30","Tempo","#1917","<@220271899656060928> | Added `Overdrive` by `Charlotte de Witte` to the queue.","Patchoras#0310",""
"2023-05-20,23:12:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-27,01:23:21","Tempo","#1917","<@220271899656060928> | Added `Overdrive - Edit` by `Charlotte de Witte` to the queue.","Patchoras#0310",""
"2023-05-27,01:23:21","Tempo","#1917","","",""
"2023-05-27,02:09:40","MangalhoDePauPT","#2657","/play","",""
"2023-05-27,02:12:38","Green-bot","#5315","","",""
"2023-05-27,02:12:52","Green-bot","#5315","","",""
"2023-05-27,02:13:11","Green-bot","#5315","","",""
"2023-05-27,02:13:35","Green-bot","#5315","","",""
"2023-05-27,02:14:04","Green-bot","#5315","","",""
"2023-05-27,14:06:42","Tempo","#1917","<@246032185780469760> | Added `Goodie Bag` by `Still Woozy` to the queue.","leftwild#0",""
"2023-05-27,14:12:38","Tempo","#1917","<@220271899656060928> | Added `Doi` by `Sandro Hugs` to the queue.","Patchoras#0310",""
"2023-05-27,14:12:46","Tempo","#1917","<@220271899656060928> | And then there was silence. :zipper_mouth:","Patchoras#0310",""
"2023-05-27,14:12:54","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-05-27,14:13:43","Tempo","#1917","<@220271899656060928> | Added `Eu Nao Vou Chorar` by `Sandro G` to the queue.","Patchoras#0310",""
"2023-05-27,14:21:34","Tempo","#1917","<@246032185780469760> | Added `L'Amour Toujours` by `Gigi D'Agostino` to the queue.","leftwild#0",""
"2023-05-27,14:29:04","leftwild","#0","/play addicted to bass amelie","",""
"2023-05-27,14:29:38","Tempo","#1917","<@246032185780469760> | Added `Addicted To Bass` by `Farrago, Amelie Lens` to the queue.","leftwild#0",""
"2023-05-27,14:41:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-27,14:49:20","Tempo","#1917","<@246032185780469760> | Added `Toro (I Hate Models Speed Up Revival Edit of Andre VII RMX)` by `El Columpio Asesino, I Hate Models, Andre VII` to the queue.","leftwild#0",""
"2023-05-27,15:01:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-27,15:09:05","Tempo","#1917","<@246032185780469760> | Added `Isabella` by `Irmãos Verdades` to the queue.","leftwild#0",""
"2023-05-27,15:20:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-27,15:41:10","Tempo","#1917","<@246032185780469760> | Added `...Ready For It?` by `MUZZ, Skyelle` to the queue.","leftwild#0",""
"2023-05-27,15:50:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-27,16:09:11","Tempo","#1917","<@246032185780469760> | Added `18` tracks from `Live Vol. 1` to the queue.","leftwild#0",""
"2023-05-27,17:19:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-05-31,20:57:04","Tempo","#1917","","",""
"2023-05-31,20:57:20","Tempo","#1917","<@246032185780469760> | Added `Push Up - Main Edit` by `Creeds` to the queue.","leftwild#0",""
"2023-05-31,20:57:23","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-05-31,21:02:58","Tempo","#1917","<@246032185780469760> | Added `Fool's Paradise` by `Mees Salomé, Celine Cairo` to the queue.","leftwild#0",""
"2023-05-31,21:12:12","Tempo","#1917","<@246032185780469760> | Added `Ignorance Is Bliss` by `Mees Salomé` to the queue.","leftwild#0",""
"2023-05-31,21:20:25","Tempo","#1917","<@246032185780469760> | Added `Magnolia` by `Mees Salomé` to the queue.","leftwild#0",""
"2023-05-31,21:33:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-02,22:24:59","Tempo","#1917","<@220271899656060928> | Added `Para Mim Tanto Faz` by `D'ZRT` to the queue.","Patchoras#0310",""
"2023-06-02,22:34:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-03,16:08:42","Tempo","#1917","<@220271899656060928> | Added `Tu Es Um Galinha - Club Mix` by `Sandro G` to the queue.","Patchoras#0310",""
"2023-06-03,16:09:24","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-06-03,16:09:48","Tempo","#1917","<@220271899656060928> | Added `Tu Es Um Galinha - Street Mix` by `Sandro G` to the queue.","Patchoras#0310",""
"2023-06-03,16:18:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-03,16:29:54","Tempo","#1917","<@220271899656060928> | Added `Castigo` by `Scro Que Cuia, Bruno De Carvalho` to the queue.","Patchoras#0310",""
"2023-06-03,16:29:54","Tempo","#1917","Sorry, but I failed to find a suitable source for **Castigo** by **Scro Que Cuia, Bruno De Carvalho**","",""
"2023-06-03,16:30:49","Tempo","#1917","<@220271899656060928> | Added `Castigo` by `Scro Que Cuia, Bruno De Carvalho` to the queue.","Patchoras#0310",""
"2023-06-03,16:30:49","Tempo","#1917","Sorry, but I failed to find a suitable source for **Castigo** by **Scro Que Cuia, Bruno De Carvalho**","",""
"2023-06-03,16:31:04","Green-bot","#5315","","",""
"2023-06-03,16:36:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-04,02:37:55","Tempo","#1917","<@220271899656060928> | Added `Festa` by `Sandro G` to the queue.","Patchoras#0310",""
"2023-06-04,02:47:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-04,03:03:04","Tempo","#1917","<@220271899656060928> | Added `Yolanda` by `Irmãos Verdades` to the queue.","Patchoras#0310",""
"2023-06-04,03:08:44","Tempo","#1917","<@220271899656060928> | Added `Vampiro Doidão` by `Tukley` to the queue.","Patchoras#0310",""
"2023-06-04,03:13:32","Tempo","#1917","<@154992376685789184> | Added `All We Are` by `Warlock` to the queue.","MangalhoDePauPT#2657",""
"2023-06-04,03:16:28","Tempo","#1917","<@154992376685789184> | Added `Alors on danse - Radio Edit` by `Stromae` to the queue.","MangalhoDePauPT#2657",""
"2023-06-04,03:20:18","Tempo","#1917","<@154992376685789184> | Added `Axel F` by `Crazy Frog` to the queue.","MangalhoDePauPT#2657",""
"2023-06-04,03:24:04","Tempo","#1917","<@154992376685789184> | Added `Natural Mystic` by `Bob Marley & The Wailers` to the queue.","MangalhoDePauPT#2657",""
"2023-06-04,03:25:28","Tempo","#1917","<@154992376685789184> | Added `Medication (ft. Stephen Marley, Wiz Khalifa, Ty Dolla $ign) - Remix` by `Damian Marley, Stephen Marley, Wiz Khalifa, Ty Dolla $ign` to the queue.","MangalhoDePauPT#2657",""
"2023-06-04,03:37:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-04,18:22:48","Tempo","#1917","<@220271899656060928> | Added `Axel F` by `Crazy Frog` to the queue.","Patchoras#0310",""
"2023-06-04,18:31:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-04,19:27:22","Tempo","#1917","","",""
"2023-06-04,19:27:40","Tempo","#1917","<@246032185780469760> | Added `In Da Getto` by `J Balvin, Skrillex` to the queue.","leftwild#0",""
"2023-06-04,19:30:45","Tempo","#1917","<@246032185780469760> | Added `10` tracks from `Chris Lorenzo` to the queue.","leftwild#0",""
"2023-06-04,19:30:54","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-06-04,19:30:58","Tempo","#1917","<@246032185780469760> | Added `Fly With Us` by `AC Slater, Chris Lorenzo` to the queue.","leftwild#0",""
"2023-06-04,19:41:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-04,21:01:14","Tempo","#1917","<@246032185780469760> | Added `I've Got My Mind Set On You` by `James Ray` to the queue.","leftwild#0",""
"2023-06-04,21:08:52","Tempo","#1917","<@246032185780469760> | Added `Get Down On It` by `Kool & The Gang` to the queue.","leftwild#0",""
"2023-06-04,21:19:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-04,21:37:46","leftwild","#0","","","https://cdn.discordapp.com/attachments/834188603952463883/1115016570201190512/20230604_195827.mp4?ex=6591d11a&is=657f5c1a&hm=1bf1823fcd1dcd129d4987c4cd045de68014ddae4242b23f49e144be92090775&"
"2023-06-04,22:51:21","Tempo","#1917","<@220271899656060928> | Added `Drugs From Amsterdam` by `Mau P` to the queue.","Patchoras#0310",""
"2023-06-04,22:56:49","Tempo","#1917","<@220271899656060928> | Added `Que Beleza` by `Tim Maia` to the queue.","Patchoras#0310",""
"2023-06-04,23:06:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-04,23:10:40","Tempo","#1917","<@220271899656060928> | Added `Cuando Voy por la Calle` by `Trio America` to the queue.","Patchoras#0310",""
"2023-06-04,23:10:40","Tempo","#1917","","",""
